date,GDP,CPI,UR,NFP,CCI,ICI,M1,M2,TY10,FSI,EPU,GPR,Serv PMI,Manu PMI
20140703,,,,,,,,,2.65,-4.16,,93.11,,
20140702,,,,,,,,,2.64,-4.06,,134.72,,
20140701,,,,,,,,,2.58,-3.98,,127.72,,
20140630,"18,185.91",2.1,6.1,"138,849.00",82.5,25,"2,963.50","11,332.90",2.53,-3.89,81.01,84.1,56,55.3
20140629,,,,,,,,,,,,91.17,,
20140628,,,,,,,,,,,,76.97,,
20140627,,,,,,,,,2.54,-3.96,,136.64,,
20140626,,,,,,,,,2.53,-3.98,,95.02,,
20140625,,,,,,,,,2.57,-4,,94.64,,
20140624,,,,,,,,,2.59,-4.01,,155.02,,
20140623,,,,,,,"2,838.10","11,279.80",2.63,-4.04,,129,,
20140622,,,,,,,,,,,,102.87,,
20140621,,,,,,,,,,,,89.03,,
20140620,,,,,,,,,2.63,-4.1,,143.7,,
20140619,,,,,,,,,2.64,-4.07,,104.75,,
20140618,,,,,,,,,2.61,-3.93,,144.56,,
20140617,,,,,,,,,2.66,-3.88,,207.04,,
20140616,,,,,,,"2,757.70","11,370.00",2.61,-3.77,,135.31,,
20140615,,,,,,,,,,,,65.6,,
20140614,,,,,,,,,,,,74.21,,
20140613,,,,,,,,,2.6,-3.81,,99.45,,
20140612,,,,,,,,,2.58,-3.81,,87.97,,
20140611,,,,,,,,,2.65,-3.97,,130.06,,
20140610,,,,,,,,,2.64,-4.03,,114.52,,
20140609,,,,,,,"2,730.90","11,353.60",2.62,-4.02,,75.93,,
20140608,,,,,,,,,,,,69.89,,
20140607,,,,,,,,,,,,23.87,,
20140606,,,,,,,,,2.6,-3.97,,52.97,,
20140605,,,,,,,,,2.59,-3.71,,107.98,,
20140604,,,,,,,,,2.61,-3.57,,76.47,,
20140603,,,,,,,,,2.6,-3.57,,84.4,,
20140602,,,,,,,"2,910.00","11,335.30",2.54,-3.59,,57.28,,
20140601,,,,,,,,,,,,34.8,,
20140531,,2.1,6.3,"138,512.00",81.9,24.5,,,,,90.39,48.31,56.3,55.4
20140530,,,,,,,,,2.48,-3.63,,64.88,,
20140529,,,,,,,,,2.45,-3.61,,114.97,,
20140528,,,,,,,,,2.44,-3.57,,96.48,,
20140527,,,,,,,,,2.52,-3.54,,68.71,,
20140526,,,,,,,"2,840.80","11,240.70",,,,43.23,,
20140525,,,,,,,,,,,,111.29,,
20140524,,,,,,,,,,,,66.57,,
20140523,,,,,,,,,2.54,-3.5,,110.17,,
20140522,,,,,,,,,2.56,-3.48,,58.46,,
20140521,,,,,,,,,2.54,-3.43,,94.75,,
20140520,,,,,,,,,2.52,-3.31,,77.74,,
20140519,,,,,,,"2,747.20","11,268.00",2.54,-3.36,,56.46,,
20140518,,,,,,,,,,,,67.6,,
20140517,,,,,,,,,,,,40.28,,
20140516,,,,,,,,,2.52,-3.34,,79.41,,
20140515,,,,,,,,,2.5,-3.29,,60.23,,
20140514,,,,,,,,,2.54,-3.53,,113.31,,
20140513,,,,,,,,,2.61,-3.57,,114.08,,
20140512,,,,,,,"2,692.10","11,275.30",2.66,-3.57,,93.84,,
20140511,,,,,,,,,,,,94.45,,
20140510,,,,,,,,,,,,50.38,,
20140509,,,,,,,,,2.62,-3.44,,119.73,,
20140508,,,,,,,,,2.61,-3.4,,121.4,,
20140507,,,,,,,,,2.62,-3.31,,80.21,,
20140506,,,,,,,,,2.61,-3.32,,111.76,,
20140505,,,,,,,"2,794.50","11,274.30",2.63,-3.34,,63.88,,
20140504,,,,,,,,,,,,91.11,,
20140503,,,,,,,,,,,,93.72,,
20140502,,,,,,,,,2.6,-3.36,,92.12,,
20140501,,,,,,,,,2.63,-3.33,,79.18,,
20140430,,2,6.2,"138,297.00",84.1,27.4,,,2.67,-3.26,91.12,182.05,55.2,54.9
20140429,,,,,,,,,2.71,-3.23,,125.79,,
20140428,,,,,,,"2,908.80","11,220.60",2.7,-3.18,,116.31,,
20140427,,,,,,,,,,,,81.62,,
20140426,,,,,,,,,,,,65.63,,
20140425,,,,,,,,,2.68,-3.19,,125.74,,
20140424,,,,,,,,,2.7,-3.34,,66.79,,
20140423,,,,,,,,,2.7,-3.35,,114.79,,
20140422,,,,,,,,,2.73,-3.27,,135.49,,
20140421,,,,,,,"2,836.80","11,344.50",2.73,-3.24,,89.93,,
20140420,,,,,,,,,,,,69.01,,
20140419,,,,,,,,,,,,53.13,,
20140418,,,,,,,,,,,,95.14,,
20140417,,,,,,,,,2.73,-3.18,,82.81,,
20140416,,,,,,,,,2.65,-3.07,,143.85,,
20140415,,,,,,,,,2.64,-2.85,,129.57,,
20140414,,,,,,,"2,732.30","11,405.10",2.65,-2.87,,125,,
20140413,,,,,,,,,,,,46.28,,
20140412,,,,,,,,,,,,62.68,,
20140411,,,,,,,,,2.63,-2.87,,52.94,,
20140410,,,,,,,,,2.65,-3.09,,85.11,,
20140409,,,,,,,,,2.71,-3.26,,142.43,,
20140408,,,,,,,,,2.69,-3.18,,115.94,,
20140407,,,,,,,"2,716.00","11,381.40",2.71,-3.15,,56.96,,
20140406,,,,,,,,,,,,19.49,,
20140405,,,,,,,,,,,,60.45,,
20140404,,,,,,,,,2.74,-3.29,,59.55,,
20140403,,,,,,,,,2.8,-3.3,,63.3,,
20140402,,,,,,,,,2.82,-3.3,,94.75,,
20140401,,,,,,,,,2.77,-3.25,,120.93,,
20140331,"17,953.97",1.5,6.7,"137,985.00",80,26,"2,925.30","11,304.20",2.73,-3.1,93.47,85.82,53.1,53.7
20140330,,,,,,,,,,,,59.99,,
20140329,,,,,,,,,,,,73.03,,
20140328,,,,,,,,,2.73,-3.11,,112.16,,
20140327,,,,,,,,,2.69,-3.01,,87.17,,
20140326,,,,,,,,,2.71,-3.04,,108.48,,
20140325,,,,,,,,,2.75,-2.98,,140.59,,
20140324,,,,,,,"2,797.20","11,257.60",2.74,-2.9,,122.18,,
20140323,,,,,,,,,,,,84.6,,
20140322,,,,,,,,,,,,74.88,,
20140321,,,,,,,,,2.75,-2.94,,117.65,,
20140320,,,,,,,,,2.79,-2.92,,97.97,,
20140319,,,,,,,,,2.78,-2.89,,153.07,,
20140318,,,,,,,,,2.68,-2.85,,194.08,,
20140317,,,,,,,"2,695.60","11,299.70",2.7,-2.68,,135.21,,
20140316,,,,,,,,,,,,107.95,,
20140315,,,,,,,,,,,,97.7,,
20140314,,,,,,,,,2.65,-2.45,,103.85,,
20140313,,,,,,,,,2.66,-2.73,,84.94,,
20140312,,,,,,,,,2.73,-2.98,,124.27,,
20140311,,,,,,,,,2.77,-3.11,,115.14,,
20140310,,,,,,,"2,668.00","11,261.10",2.79,-3.04,,118.64,,
20140309,,,,,,,,,,,,102.87,,
20140308,,,,,,,,,,,,52.73,,
20140307,,,,,,,,,2.8,-3.14,,165.26,,
20140306,,,,,,,,,2.74,-3.16,,142.99,,
20140305,,,,,,,,,2.7,-3.02,,213.84,,
20140304,,,,,,,,,2.7,-2.95,,213.07,,
20140303,,,,,,,"2,808.70","11,207.40",2.6,-2.64,,180.03,,
20140302,,,,,,,,,,,,133.57,,
20140301,,,,,,,,,,,,101.97,,
20140228,,1.1,6.7,"137,712.00",81.6,26.6,,,2.66,-3.12,88.99,70.88,51.6,53.2
20140227,,,,,,,,,2.65,-3.03,,65.92,,
20140226,,,,,,,,,2.67,-3.08,,71.67,,
20140225,,,,,,,,,2.7,-3.13,,61.57,,
20140224,,,,,,,"2,723.90","11,135.60",2.75,-3.05,,69.37,,
20140223,,,,,,,,,,,,38.52,,
20140222,,,,,,,,,,,,28.93,,
20140221,,,,,,,,,2.73,-3.01,,116.56,,
20140220,,,,,,,,,2.76,-2.9,,115.87,,
20140219,,,,,,,,,2.73,-2.95,,85.04,,
20140218,,,,,,,,,2.71,-3.01,,95.14,,
20140217,,,,,,,"2,659.60","11,187.00",,,,84.4,,
20140216,,,,,,,,,,,,50.77,,
20140215,,,,,,,,,,,,68.52,,
20140214,,,,,,,,,2.75,-2.92,,61.68,,
20140213,,,,,,,,,2.73,-2.85,,68.09,,
20140212,,,,,,,,,2.8,-2.95,,59.72,,
20140211,,,,,,,,,2.75,-2.84,,77.7,,
20140210,,,,,,,"2,625.60","11,138.30",2.7,-2.68,,55.36,,
20140209,,,,,,,,,,,,71.87,,
20140208,,,,,,,,,,,,43.26,,
20140207,,,,,,,,,2.71,-2.59,,60.64,,
20140206,,,,,,,,,2.73,-2.34,,43.72,,
20140205,,,,,,,,,2.7,-2.02,,91.35,,
20140204,,,,,,,,,2.64,-1.99,,51.89,,
20140203,,,,,,,"2,839.20","11,089.10",2.61,-1.9,,156.58,,
20140202,,,,,,,,,,,,65.67,,
20140201,,,,,,,,,,,,36.7,,
20140131,,1.6,6.6,"137,561.00",81.2,28.8,,,2.67,-2.23,93.5,75.72,54,51.3
20140130,,,,,,,,,2.72,-2.48,,45.56,,
20140129,,,,,,,,,2.69,-2.56,,66.8,,
20140128,,,,,,,,,2.77,-2.7,,64.61,,
20140127,,,,,,,"2,757.30","11,033.20",2.78,-2.54,,105.47,,
20140126,,,,,,,,,,,,91.62,,
20140125,,,,,,,,,,,,62.09,,
20140124,,,,,,,,,2.75,-2.67,,106.38,,
20140123,,,,,,,,,2.79,-3.24,,61.22,,
20140122,,,,,,,,,2.87,-3.48,,81.95,,
20140121,,,,,,,,,2.85,-3.47,,125.09,,
20140120,,,,,,,"2,674.90","11,100.90",,,,85.71,,
20140119,,,,,,,,,,,,81.52,,
20140118,,,,,,,,,,,,63.13,,
20140117,,,,,,,,,2.84,-3.45,,64.95,,
20140116,,,,,,,,,2.86,-3.44,,60.78,,
20140115,,,,,,,,,2.9,-3.47,,87.8,,
20140114,,,,,,,,,2.88,-3.4,,91.65,,
20140113,,,,,,,"2,594.80","11,131.10",2.84,-3.4,,108.97,,
20140112,,,,,,,,,,,,7.06,,
20140111,,,,,,,,,,,,42.08,,
20140110,,,,,,,,,2.88,-3.48,,96.66,,
20140109,,,,,,,,,2.97,-3.39,,61.47,,
20140108,,,,,,,,,3.01,-3.36,,93.83,,
20140107,,,,,,,,,2.96,-3.31,,91.53,,
20140106,,,,,,,"2,717.00","11,179.00",2.98,-3.18,,103.52,,
20140105,,,,,,,,,,,,65.52,,
20140104,,,,,,,,,,,,32.27,,
20140103,,,,,,,,,3.01,-3.3,,117.95,,
20140102,,,,,,,,,3,-3.23,,82.13,,
20140101,,,,,,,,,,,,112.16,53,56.5
