date,FSI,NFP,ICI,TY10,CCI,EPU,GDP,UR,M2,CPI,GPR,M1,Manu PMI,Serv PMI
2021-08-19,1.75,5.1,59.9,2.8658,117.5,592.8,297961.9,5.11,2312267.68,0.8,49.64,626658.69,50.1,45.2
2021-08-20,1.75,5.1,59.9,2.8788,117.5,592.8,297961.9,5.11,2312267.68,0.8,68.6,626658.69,50.1,45.2
2021-08-23,1.75,5.1,59.9,2.8663,117.5,592.8,297961.9,5.11,2312267.68,0.8,189.93,626658.69,50.1,45.2
2021-08-24,1.75,5.1,59.9,2.8513,117.5,592.8,297961.9,5.11,2312267.68,0.8,133.26,626658.69,50.1,45.2
2021-08-25,1.75,5.1,59.9,2.8512,117.5,592.8,297961.9,5.11,2312267.68,0.8,47.53,626658.69,50.1,45.2
2021-08-26,1.75,5.1,59.9,2.8738,117.5,592.8,297961.9,5.11,2312267.68,0.8,114.39,626658.69,50.1,45.2
2021-08-27,1.75,5.1,59.9,2.8783,117.5,592.8,297961.9,5.11,2312267.68,0.8,103.81,626658.69,50.1,45.2
2021-08-30,1.75,5.1,59.9,2.8825,117.5,592.8,297961.9,5.11,2312267.68,0.8,107.77,626658.69,50.1,45.2
2021-08-31,1.75,5.1,59.9,2.8878,117.5,592.8,297961.9,5.11,2312267.68,0.8,203.01,626658.69,50.1,45.2
2021-09-01,1.75,5.1,59.9,2.8663,117.5,592.8,297961.9,5.11,2312267.68,0.8,80.04,626658.69,50.1,45.2
2021-09-02,1.75,5.1,59.9,2.8588,117.5,592.8,297961.9,5.11,2312267.68,0.8,106.26,626658.69,50.1,45.2
2021-09-03,1.75,5.1,59.9,2.8651,117.5,592.8,297961.9,5.11,2312267.68,0.8,98.69,626658.69,50.1,45.2
2021-09-06,1.75,4.9,55.4,2.8543,121.2,356.06,297961.9,5.11,2342829.7,0.7,81.71,624645.68,49.6,52.4
2021-09-07,1.75,4.9,55.4,2.8552,121.2,356.06,297961.9,5.11,2342829.7,0.7,117.78,624645.68,49.6,52.4
2021-09-08,1.75,4.9,55.4,2.8678,121.2,356.06,297961.9,5.11,2342829.7,0.7,85.3,624645.68,49.6,52.4
2021-09-09,1.75,4.9,55.4,2.8725,121.2,356.06,297961.9,5.11,2342829.7,0.7,73.61,624645.68,49.6,52.4
2021-09-10,1.75,4.9,55.4,2.8785,121.2,356.06,297961.9,5.11,2342829.7,0.7,65.94,624645.68,49.6,52.4
2021-09-13,1.75,4.9,55.4,2.8863,121.2,356.06,297961.9,5.11,2342829.7,0.7,104.92,624645.68,49.6,52.4
2021-09-14,1.75,4.9,55.4,2.8875,121.2,356.06,297961.9,5.11,2342829.7,0.7,69.79,624645.68,49.6,52.4
2021-09-15,1.75,4.9,55.4,2.8963,121.2,356.06,297961.9,5.11,2342829.7,0.7,65.97,624645.68,49.6,52.4
2021-09-16,1.75,4.9,55.4,2.9063,121.2,356.06,297961.9,5.11,2342829.7,0.7,119.12,624645.68,49.6,52.4
2021-09-17,1.75,4.9,55.4,2.8811,121.2,356.06,297961.9,5.11,2342829.7,0.7,151.91,624645.68,49.6,52.4
2021-09-20,1.75,4.9,55.4,2.8701,121.2,356.06,297961.9,5.11,2342829.7,0.7,59.96,624645.68,49.6,52.4
2021-09-21,1.75,4.9,55.4,2.8701,121.2,356.06,297961.9,5.11,2342829.7,0.7,84.71,624645.68,49.6,52.4
2021-09-22,1.75,4.9,55.4,2.8737,121.2,356.06,297961.9,5.11,2342829.7,0.7,54.23,624645.68,49.6,52.4
2021-09-23,1.75,4.9,55.4,2.8565,121.2,356.06,297961.9,5.11,2342829.7,0.7,68.83,624645.68,49.6,52.4
2021-09-24,1.75,4.9,55.4,2.8642,121.2,356.06,297961.9,5.11,2342829.7,0.7,92.75,624645.68,49.6,52.4
2021-09-27,1.75,4.9,55.4,2.8713,121.2,356.06,297961.9,5.11,2342829.7,0.7,57.03,624645.68,49.6,52.4
2021-09-28,1.75,4.9,55.4,2.8763,121.2,356.06,297961.9,5.11,2342829.7,0.7,96.16,624645.68,49.6,52.4
2021-09-29,1.75,4.9,55.4,2.8631,121.2,356.06,297961.9,5.11,2342829.7,0.7,59.4,624645.68,49.6,52.4
2021-09-30,1.75,4.9,55.4,2.8675,121.2,356.06,297961.9,5.11,2342829.7,0.7,102.68,624645.68,49.6,52.4
2021-10-01,1.75,4.9,55.4,2.8675,121.2,356.06,297961.9,5.11,2342829.7,0.7,68.04,624645.68,49.6,52.4
2021-10-04,1.75,4.9,53.5,2.9125,120.2,452.15,297961.9,5.11,2336160.48,1.5,65.81,626082.12,49.2,51.6
2021-10-05,1.75,4.9,53.5,2.9125,120.2,452.15,297961.9,5.11,2336160.48,1.5,171.9,626082.12,49.2,51.6
2021-10-06,1.75,4.9,53.5,2.9125,120.2,452.15,297961.9,5.11,2336160.48,1.5,56.07,626082.12,49.2,51.6
2021-10-07,1.75,4.9,53.5,2.9125,120.2,452.15,297961.9,5.11,2336160.48,1.5,121.31,626082.12,49.2,51.6
2021-10-08,1.75,4.9,53.5,2.8761,120.2,452.15,297961.9,5.11,2336160.48,1.5,94.4,626082.12,49.2,51.6
2021-10-11,1.75,4.9,53.5,2.9575,120.2,452.15,297961.9,5.11,2336160.48,1.5,50.81,626082.12,49.2,51.6
2021-10-12,1.75,4.9,53.5,2.9563,120.2,452.15,297961.9,5.11,2336160.48,1.5,81.57,626082.12,49.2,51.6
2021-10-13,1.75,4.9,53.5,2.9575,120.2,452.15,297961.9,5.11,2336160.48,1.5,94.01,626082.12,49.2,51.6
2021-10-14,1.75,4.9,53.5,2.9525,120.2,452.15,297961.9,5.11,2336160.48,1.5,55.36,626082.12,49.2,51.6
2021-10-15,1.75,4.9,53.5,2.9563,120.2,452.15,297961.9,5.11,2336160.48,1.5,107.15,626082.12,49.2,51.6
2021-10-18,1.75,4.9,53.5,3.0313,120.2,452.15,297961.9,5.11,2336160.48,1.5,126.71,626082.12,49.2,51.6
2021-10-19,1.75,4.9,53.5,3.0379,120.2,452.15,297961.9,5.11,2336160.48,1.5,133.84,626082.12,49.2,51.6
2021-10-20,1.75,4.9,53.5,3.0088,120.2,452.15,297961.9,5.11,2336160.48,1.5,76.41,626082.12,49.2,51.6
2021-10-21,1.75,4.9,53.5,2.9845,120.2,452.15,297961.9,5.11,2336160.48,1.5,94.01,626082.12,49.2,51.6
2021-10-22,1.75,4.9,53.5,2.9788,120.2,452.15,297961.9,5.11,2336160.48,1.5,86.04,626082.12,49.2,51.6
2021-10-25,1.75,4.9,53.5,2.9814,120.2,452.15,297961.9,5.11,2336160.48,1.5,79.63,626082.12,49.2,51.6
2021-10-26,1.75,4.9,53.5,2.9786,120.2,452.15,297961.9,5.11,2336160.48,1.5,144.65,626082.12,49.2,51.6
2021-10-27,1.75,4.9,53.5,2.9763,120.2,452.15,297961.9,5.11,2336160.48,1.5,102.93,626082.12,49.2,51.6
2021-10-28,1.75,4.9,53.5,2.9711,120.2,452.15,297961.9,5.11,2336160.48,1.5,96.13,626082.12,49.2,51.6
2021-10-29,1.75,4.9,53.5,2.9738,120.2,452.15,297961.9,5.11,2336160.48,1.5,55.78,626082.12,49.2,51.6
2021-11-01,1.75,5.0,58.6,2.9624,119.5,491.75,332826.7,5.11,2356012.76,2.3,124.33,637482.04,50.1,51.1
2021-11-02,1.75,5.0,58.6,2.9373,119.5,491.75,332826.7,5.11,2356012.76,2.3,62.87,637482.04,50.1,51.1
2021-11-03,1.75,5.0,58.6,2.9375,119.5,491.75,332826.7,5.11,2356012.76,2.3,73.81,637482.04,50.1,51.1
2021-11-04,1.75,5.0,58.6,2.9279,119.5,491.75,332826.7,5.11,2356012.76,2.3,122.69,637482.04,50.1,51.1
2021-11-05,1.75,5.0,58.6,2.9113,119.5,491.75,332826.7,5.11,2356012.76,2.3,76.94,637482.04,50.1,51.1
2021-11-08,1.75,5.0,58.6,2.9015,119.5,491.75,332826.7,5.11,2356012.76,2.3,46.37,637482.04,50.1,51.1
2021-11-09,1.75,5.0,58.6,2.9002,119.5,491.75,332826.7,5.11,2356012.76,2.3,84.58,637482.04,50.1,51.1
2021-11-10,1.75,5.0,58.6,2.9063,119.5,491.75,332826.7,5.11,2356012.76,2.3,135.3,637482.04,50.1,51.1
2021-11-11,1.75,5.0,58.6,2.9288,119.5,491.75,332826.7,5.11,2356012.76,2.3,83.04,637482.04,50.1,51.1
2021-11-12,1.75,5.0,58.6,2.9326,119.5,491.75,332826.7,5.11,2356012.76,2.3,101.22,637482.04,50.1,51.1
2021-11-15,1.75,5.0,58.6,2.9282,119.5,491.75,332826.7,5.11,2356012.76,2.3,141.16,637482.04,50.1,51.1
2021-11-16,1.75,5.0,58.6,2.9213,119.5,491.75,332826.7,5.11,2356012.76,2.3,122.86,637482.04,50.1,51.1
2021-11-17,1.75,5.0,58.6,2.9225,119.5,491.75,332826.7,5.11,2356012.76,2.3,126.07,637482.04,50.1,51.1
2021-11-18,1.75,5.0,58.6,2.9183,119.5,491.75,332826.7,5.11,2356012.76,2.3,158.17,637482.04,50.1,51.1
2021-11-19,1.75,5.0,58.6,2.9273,119.5,491.75,332826.7,5.11,2356012.76,2.3,108.76,637482.04,50.1,51.1
2021-11-22,1.75,5.0,58.6,2.9167,119.5,491.75,332826.7,5.11,2356012.76,2.3,128.99,637482.04,50.1,51.1
2021-11-23,1.75,5.0,58.6,2.9213,119.5,491.75,332826.7,5.11,2356012.76,2.3,80.91,637482.04,50.1,51.1
2021-11-24,1.75,5.0,58.6,2.9109,119.5,491.75,332826.7,5.11,2356012.76,2.3,87.69,637482.04,50.1,51.1
2021-11-25,1.75,5.0,58.6,2.8878,119.5,491.75,332826.7,5.11,2356012.76,2.3,118.1,637482.04,50.1,51.1
2021-11-26,1.75,5.0,58.6,2.8657,119.5,491.75,332826.7,5.11,2356012.76,2.3,58.98,637482.04,50.1,51.1
2021-11-29,1.75,5.0,58.6,2.8388,119.5,491.75,332826.7,5.11,2356012.76,2.3,60.78,637482.04,50.1,51.1
2021-11-30,1.75,5.0,58.6,2.8315,119.5,491.75,332826.7,5.11,2356012.76,2.3,92.79,637482.04,50.1,51.1
2021-12-01,1.75,5.0,58.6,2.8363,119.5,491.75,332826.7,5.11,2356012.76,2.3,86.94,637482.04,50.1,51.1
2021-12-02,1.75,5.0,58.6,2.855,119.5,491.75,332826.7,5.11,2356012.76,2.3,93.12,637482.04,50.1,51.1
2021-12-03,1.75,5.0,58.6,2.8699,119.5,491.75,332826.7,5.11,2356012.76,2.3,106.17,637482.04,50.1,51.1
2021-12-06,1.75,5.1,58.6,2.8588,119.8,589.81,332826.7,5.11,2382899.56,1.5,120.54,647443.35,50.3,52.0
2021-12-07,1.75,5.1,58.6,2.8393,119.8,589.81,332826.7,5.11,2382899.56,1.5,202.43,647443.35,50.3,52.0
2021-12-08,1.75,5.1,58.6,2.8539,119.8,589.81,332826.7,5.11,2382899.56,1.5,145.56,647443.35,50.3,52.0
2021-12-09,1.75,5.1,58.6,2.8639,119.8,589.81,332826.7,5.11,2382899.56,1.5,104.56,647443.35,50.3,52.0
2021-12-10,1.75,5.1,58.6,2.8537,119.8,589.81,332826.7,5.11,2382899.56,1.5,164.98,647443.35,50.3,52.0
2021-12-13,1.75,5.1,58.6,2.8563,119.8,589.81,332826.7,5.11,2382899.56,1.5,110.42,647443.35,50.3,52.0
2021-12-14,1.75,5.1,58.6,2.8461,119.8,589.81,332826.7,5.11,2382899.56,1.5,129.9,647443.35,50.3,52.0
2021-12-15,1.75,5.1,58.6,2.8457,119.8,589.81,332826.7,5.11,2382899.56,1.5,72.01,647443.35,50.3,52.0
2021-12-16,1.75,5.1,58.6,2.8558,119.8,589.81,332826.7,5.11,2382899.56,1.5,136.25,647443.35,50.3,52.0
2021-12-17,1.75,5.1,58.6,2.8526,119.8,589.81,332826.7,5.11,2382899.56,1.5,95.44,647443.35,50.3,52.0
2021-12-20,1.75,5.1,58.6,2.8525,119.8,589.81,332826.7,5.11,2382899.56,1.5,53.09,647443.35,50.3,52.0
2021-12-21,1.75,5.1,58.6,2.8553,119.8,589.81,332826.7,5.11,2382899.56,1.5,101.41,647443.35,50.3,52.0
2021-12-22,1.75,5.1,58.6,2.8462,119.8,589.81,332826.7,5.11,2382899.56,1.5,141.34,647443.35,50.3,52.0
2021-12-23,1.75,5.1,58.6,2.8365,119.8,589.81,332826.7,5.11,2382899.56,1.5,135.31,647443.35,50.3,52.0
2021-12-24,1.75,5.1,58.6,2.8199,119.8,589.81,332826.7,5.11,2382899.56,1.5,135.72,647443.35,50.3,52.0
2021-12-27,1.75,5.1,58.6,2.8149,119.8,589.81,332826.7,5.11,2382899.56,1.5,78.87,647443.35,50.3,52.0
2021-12-28,1.75,5.1,58.6,2.8025,119.8,589.81,332826.7,5.11,2382899.56,1.5,58.89,647443.35,50.3,52.0
2021-12-29,1.75,5.1,58.6,2.7938,119.8,589.81,332826.7,5.11,2382899.56,1.5,37.89,647443.35,50.3,52.0
2021-12-30,1.75,5.1,58.6,2.7809,119.8,589.81,332826.7,5.11,2382899.56,1.5,147.23,647443.35,50.3,52.0
2021-12-31,1.75,5.1,58.6,2.7722,119.8,589.81,332826.7,5.11,2382899.56,1.5,76.59,647443.35,50.3,52.0
